序號,代碼,校區,供水區,水號,水號格式1,裝置日期,供水區說明,識別碼,水號,繳費年月,水費年,水費月,用水度數,應繳金額,與去年比較增減度數
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,639,5118000200K,102/07,102,07,1674.0,28218.0,467.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,739,5118000200K,103/08,103,08,720.0,12621.0,-634.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,749,5118000200K,103/09,103,09,701.0,12310.0,-646.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,759,5118000200K,103/10,103,10,642.0,11345.0,-1522.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,769,5118000200K,103/11,103,11,855.0,14828.0,-1632.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,779,5118000200K,103/12,103,12,1109.0,18980.0,-774.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,819,5118000200K,104/04,104,04,737.0,12899.0,-755.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,829,5118000200K,104/05,104,05,777.0,13553.0,-171.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,839,5118000200K,104/06,104,06,698.0,12261.0,-239.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,849,5118000200K,104/07,104,07,727.0,12736.0,-127.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,859,5118000200K,104/08,104,08,699.0,12278.0,-21.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,869,5118000200K,104/09,104,09,1222.0,20827.0,521.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,879,5118000200K,104/10,104,10,782.0,13633.0,140.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,889,5118000200K,104/11,104,11,1095.0,18752.0,240.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,899,5118000200K,104/12,104,12,1033.0,17739.0,-76.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,909,5118000200K,105/01,105,01,790.0,13765.0,-540.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,919,5118000200K,105/02,105,02,856.0,14844.0,-231.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,929,5118000200K,105/03,105,03,788.0,13733.0,-123.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,939,5118000200K,105/04,105,04,979.0,16856.0,242.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,949,5118000200K,105/05,105,05,1019.0,17510.0,242.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,959,5118000200K,105/06,105,06,893.0,15449.0,195.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,969,5118000200K,105/07,105,07,862.0,14941.0,135.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,979,5118000200K,105/08,105,08,784.0,13667.0,85.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,989,5118000200K,105/09,105,09,1034.0,17754.0,-188.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,999,5118000200K,105/10,105,10,1078.0,18475.0,296.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1009,5118000200K,105/11,105,11,1189.0,20288.0,94.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1019,5118000200K,105/12,105,12,1306.0,22202.0,273.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,699,5118000200K,103/04,103,04,1492.0,25243.0,-32.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,709,5118000200K,103/05,103,05,948.0,16349.0,-971.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,719,5118000200K,103/06,103,06,937.0,16169.0,-629.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,729,5118000200K,103/07,103,07,854.0,14812.0,-820.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1029,5118000200K,106/01,106,01,1025.0,17608.0,235.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1039,5118000200K,106/02,106,02,964.0,16610.0,108.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1049,5118000200K,106/03,106,03,703.0,12343.0,-85.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,789,5118000200K,104/01,104,01,1330.0,22594.0,-256.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,799,5118000200K,104/02,104,02,1087.0,18622.0,-511.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,809,5118000200K,104/03,104,03,911.0,15744.0,-454.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1059,5118000200K,106/04,106,04,1074.0,18408.0,95.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1069,5118000200K,106/05,106,05,981.0,16889.0,-38.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1079,5118000200K,106/06,106,06,1077.0,18458.0,184.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1089,5118000200K,106/07,106,07,1105.0,18916.0,243.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1099,5118000200K,106/08,106,08,1341.0,22775.0,557.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1109,5118000200K,106/09,106,09,1423.0,24115.0,389.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1119,5118000200K,106/10,106,10,1161.0,19831.0,83.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1129,5118000200K,106/11,106,11,1492.0,25243.0,303.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1139,5118000200K,106/12,106,12,1616.0,27270.0,310.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1149,5118000200K,107/01,107,01,1487.0,25162.0,462.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1159,5118000200K,107/02,107,02,1388.0,23543.0,424.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1169,5118000200K,107/03,107,03,1237.0,21074.0,534.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1179,5118000200K,107/04,107,04,1264.0,21515.0,190.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1189,5118000200K,107/05,107,05,1552.0,26223.0,571.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1199,5118000200K,107/06,107,06,1874.0,31488.0,797.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1209,5118000200K,107/06,107,07,2298.0,38421.0,1193.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1219,5118000200K,107/07,107,08,1736.0,29232.0,395.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1229,5118000200K,107/08,107,09,1862.0,31291.0,439.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1239,5118000200K,107/09,107,10,1780.0,29951.0,619.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1249,5118000200K,107/10,107,11,2130.0,35674.0,638.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1259,5118000200K,107/11,107,12,2448.0,40873.0,832.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1269,5118000200K,108/01,108,01,1261.0,21467.0,-226.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1279,5118000200K,108/02,108,02,1400.0,23739.0,12.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1289,5118000200K,108/03,108,03,990.0,17035.0,-247.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1299,5118000200K,108/04,108,04,1180.0,20141.0,-84.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1309,5118000200K,108/05,108,05,1164.0,19880.0,-388.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1319,5118000200K,108/06,108,06,1392.0,23607.0,-482.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1329,5118000200K,108/07,108,07,1342.0,22789.0,-956.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1339,5118000200K,108/08,108,08,1068.0,18311.0,-668.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1349,5118000200K,108/09,108,09,900.0,15563.0,-962.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1359,5118000200K,108/10,108,10,1076.0,18440.0,-704.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1369,5118000200K,108/11,108,11,1529.0,25848.0,-601.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1379,5118000200K,108/12,108,12,1714.0,28872.0,-734.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1389,5118000200K,109/01,109,01,1403.0,23788.0,142.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1399,5118000200K,109/02,109,02,1256.0,21384.0,-144.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1409,5118000200K,109/03,109,03,853.0,14795.0,-137.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1419,5118000200K,109/04,109,04,1279.0,21760.0,99.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1429,5118000200K,109/05,109,05,1417.0,24017.0,253.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1439,5118000200K,109/06,109,06,1377.0,23363.0,-15.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1449,5118000200K,109/07,109,07,1371.0,23265.0,29.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1459,5118000200K,109/08,109,08,1078.0,18475.0,10.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1469,5118000200K,109/09,109,09,1057.0,18131.0,157.0
3.0,A3,蘭潭,蘭潭-宿舍區,5118000200K,51-1800-0200-K,1981-04-11 00:00:00,學生1、2舍、學苑餐廳及管理室等用水,1479,5118000200K,109/10,109,10,1240.0,21123.0,164.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,235,51180001006,101/09,101,09,1258.0,21417.0,-927.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,245,51180001006,101/10,101,10,2118.0,35479.0,-685.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,255,51180001006,101/11,101,11,5637.0,93013.0,-390.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,265,51180001006,101/12,101,12,6327.0,104295.0,342.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,276,51180001006,102/01,102,01,6148.0,101369.0,108.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,289,51180001006,102/02,102,02,6359.0,104818.0,-617.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,299,51180001006,102/03,102,03,2846.0,47380.0,955.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,305,51180001006,097/01,097,01,7153.0,117801.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,313,51180001006,097/02,097,02,7622.0,125467.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,457,51180001006,098/08,098,08,2632.0,43881.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,465,51180001006,098/09,098,09,1384.0,23477.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,473,51180001006,098/10,098,10,1318.0,22399.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,481,51180001006,098/11,098,11,5486.0,90544.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,489,51180001006,098/12,098,12,6190.0,102055.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,497,51180001006,099/01,099,01,7450.0,122656.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,505,51180001006,099/02,099,02,6107.0,100698.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,513,51180001006,099/03,099,03,3405.0,56521.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,521,51180001006,099/04,099,04,5245.0,86605.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,529,51180001006,099/05,099,05,5860.0,96659.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,537,51180001006,099/06,099,06,7072.0,116475.0,None
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,8,51180001006,099/07,099,07,6860.0,113009.0,-590.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,16,51180001006,099/08,099,08,3797.0,62929.0,-3653.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,24,51180001006,099/09,099,09,1328.0,22561.0,-6122.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,32,51180001006,099/10,099,10,2075.0,34775.0,-5375.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,41,51180001006,099/11,099,11,5949.0,98114.0,-1501.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,50,51180001006,099/12,099,12,6534.0,107680.0,-916.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,59,51180001006,100/01,100,01,5797.0,95629.0,-1653.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,68,51180001006,100/02,100,02,6550.0,107941.0,443.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,77,51180001006,100/03,100,03,2617.0,43637.0,-788.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,86,51180001006,100/04,100,04,5563.0,91803.0,318.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,95,51180001006,100/05,100,05,5466.0,90218.0,-394.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,104,51180001006,100/06,100,06,6239.0,102856.0,-833.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,113,51180001006,100/07,100,07,6231.0,102726.0,-629.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,122,51180001006,100/08,100,08,3304.0,54870.0,-493.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,131,51180001006,100/09,100,09,2185.0,36574.0,857.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,140,51180001006,100/10,100,10,2803.0,46677.0,728.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,149,51180001006,100/11,100,11,6027.0,99390.0,78.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,158,51180001006,100/12,100,12,5985.0,98704.0,-549.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,167,51180001006,101/01,101,01,6040.0,99603.0,243.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,176,51180001006,101/02,101,02,6976.0,114906.0,426.0
