"代碼","校區","校區電號別","電號","收費年","收費月","用電數","應繳總金額","經常(尖峰)契約容量","經常(尖峰)最高需量","離峰最高需量","功率因數","尖峰用電度數","半尖峰用電度數","週六半尖峰用電度數","週六半尖峰最高需量","離峰用電度","去年同期用電度數","基本電費","流動電費","半尖峰最高需量","功率因數調整費","超約附加費","免印寄單據減收","配合減少用電減收","停電扣減","其他加減收"
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","07",430400.00,1426106.00,1100.00,1244.00,842.00,100.00,99600.00,139000,35600.00,876.00,156200.00,390800.00,234547.90,1175160.10,1124,-42291.20,58691.90,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","08",200200.00,768238.00,1100.00,632.00,278.00,100.00,66800.00,60600,14600.00,404.00,58200.00,218800.00,238581.20,601136.10,602,-23760.00,,-3.00,-47716.20,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","09",188800.00,721086.00,1100.00,592.00,274.00,100.00,58600.00,54400,18400.00,358.00,57400.00,193600.00,238581.20,552525.50,534,-22301.70,,-3.00,-47716.20,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","10",286600.00,1014127.00,1100.00,1050.00,620.00,100.00,78800.00,84800,20000.00,596.00,103000.00,280000.00,245960.00,832902.00,944,-32365.80,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","11",329400.00,1018908.00,1100.00,,592.00,100.00,0.00,201000,20000.00,526.00,108400.00,365000.00,183590.00,900358.00,1086,-32518.40,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","12",275600.00,865778.00,1100.00,,676.00,100.00,0.00,155000,23800.00,558.00,96800.00,322200.00,183590.00,737454.00,778,-27631.30,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","01",260800.00,823952.00,1100.00,,708.00,100.00,0.00,145600,17000.00,554.00,98200.00,273800.00,183590.00,692958.00,814,-26296.40,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","02",214200.00,688998.00,1100.00,,702.00,100.00,0.00,105800,16000.00,618.00,92400.00,266800.00,183590.00,549390.00,740,-21989.40,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","03",172600.00,587753.00,1100.00,,728.00,100.00,0.00,85400,10800.00,540.00,76400.00,146600.00,183590.00,441682.00,756,-18758.10,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","04",266800.00,829948.00,1100.00,,720.00,100.00,0.00,141800,19600.00,590.00,105400.00,277200.00,183590.00,699336.00,798,-26487.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","05",292400.00,903249.00,1100.00,,730.00,100.00,0.00,165000,15200.00,592.00,112200.00,302200.00,183590.00,777316.00,908,-28827.10,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","06",375000.00,1116504.00,1100.00,,936.00,100.00,0.00,211000,29200.00,696.00,134800.00,404000.00,183590.00,1001698.00,1114,-35558.60,4673.20,-3.00,,,-37895
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","07",356400.00,1318258.00,1100.00,1176.00,874.00,100.00,95800.00,104800,27400.00,774.00,128400.00,430400.00,245960.00,1133372.00,1014,-41379.90,33987.20,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","08",223200.00,893354.00,1100.00,708.00,348.00,100.00,72000.00,66200,18800.00,542.00,66200.00,200200.00,245960.00,749334.00,658,-28511.30,,-3.00,-44914.40,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","09",188000.00,761269.00,1100.00,610.00,288.00,100.00,56200.00,51600,19600.00,390.00,60600.00,188800.00,245960.00,613096.00,514,-24295.90,,-3.00,-49192.00,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","10",289800.00,1126096.00,1100.00,1056.00,654.00,100.00,86000.00,89000,20400.00,538.00,94400.00,286600.00,245960.00,951682.00,1058,-35929.20,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","11",336400.00,1042977.00,1100.00,,688.00,100.00,0.00,209600,19200.00,484.00,107600.00,329400.00,183590.00,925348.00,1098,-33268.10,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","103","12",274600.00,858971.00,1100.00,,684.00,100.00,0.00,151400,23800.00,550.00,99400.00,275600.00,183590.00,730212.00,768,-27414.00,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","01",280200.00,902394.00,1100.00,,734.00,100.00,0.00,157600,19000.00,514.00,103600.00,260800.00,183590.00,746716.00,734,-27909.10,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","02",240600.00,786436.00,1100.00,,714.00,100.00,0.00,124600,20200.00,552.00,95800.00,214200.00,183590.00,627172.00,742,-24322.80,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","03",127200.00,482306.00,1100.00,,608.00,100.00,0.00,56200,5200.00,286.00,65800.00,172600.00,183590.00,313636.00,624,-14916.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","04",269400.00,873566.00,1100.00,,664.00,100.00,0.00,151400,17000.00,448.00,101000.00,266800.00,183590.00,716996.00,740,-27017.50,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","05",272000.00,827232.00,1100.00,,680.00,100.00,0.00,157000,16200.00,526.00,98800.00,292400.00,183590.00,669230.00,952,-25584.60,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","06",376800.00,1069261.00,1100.00,,846.00,100.00,0.00,208800,31000.00,642.00,137000.00,375000.00,183590.00,918744.00,1084,-33070.00,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","07",437600.00,1648548.00,1100.00,1304.00,910.00,100.00,128600.00,141600,21800.00,692.00,145600.00,356400.00,245960.00,1337858.00,1198,-47514.50,112247.20,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","08",194800.00,800172.00,1100.00,812.00,386.00,100.00,62400.00,57400,14600.00,510.00,60400.00,223200.00,245960.00,606136.00,798,-25562.80,,-3.00,,,-26358
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","09",157000.00,703668.00,1100.00,550.00,348.00,100.00,48400.00,45400,11400.00,268.00,51800.00,188000.00,245960.00,480950.00,534,-21763.00,,-3.00,,-1475.80,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","10",307200.00,1156397.00,1100.00,1116.00,718.00,100.00,88400.00,101600,18800.00,488.00,98400.00,289800.00,245960.00,938828.00,1042,-35543.60,7155.20,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","11",363200.00,1044689.00,1100.00,,742.00,100.00,0.00,223600,24000.00,632.00,115600.00,336400.00,183590.00,893412.00,1062,-32310.00,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","104","12",318000.00,925340.00,1100.00,,630.00,100.00,0.00,188400,20800.00,520.00,108800.00,274600.00,183590.00,770372.00,954,-28618.80,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","01",263200.00,794930.00,1100.00,,646.00,100.00,0.00,154800,17400.00,474.00,91000.00,280200.00,183590.00,635928.00,696,-24585.50,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","02",195600.00,613708.00,1100.00,,560.00,100.00,0.00,98600,17200.00,526.00,79800.00,240600.00,183590.00,449102.00,700,-18980.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","03",142200.00,486842.00,1100.00,,560.00,100.00,0.00,67200,10800.00,408.00,64200.00,127200.00,183590.00,318312.00,638,-15057.00,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","04",258200.00,775623.00,1100.00,,660.00,100.00,0.00,147200,16400.00,456.00,94600.00,269400.00,183590.00,616024.00,698,-23988.40,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","05",314400.00,825327.00,1100.00,,712.00,100.00,0.00,175800,27400.00,586.00,111200.00,272000.00,183590.00,654308.00,964,-12568.40,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","06",420800.00,1071295.00,1100.00,,770.00,100.00,0.00,250600,27600.00,740.00,142600.00,376800.00,183590.00,893856.00,1130,-16161.60,10014.00,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","07",393800.00,1310153.00,1100.00,1202.00,872.00,100.00,109000.00,121800,30000.00,940.00,133000.00,437600.00,245960.00,1037838.00,1182,-19256.90,45614.40,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","08",191400.00,658108.00,1100.00,712.00,532.00,100.00,54800.00,51200,19800.00,452.00,65600.00,194800.00,245960.00,500880.00,722,-10021.90,,-3.00,-78707.20,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","09",192800.00,687814.00,1100.00,678.00,384.00,100.00,61800.00,56400,17000.00,504.00,57600.00,157000.00,245960.00,531038.00,646,-10474.30,,-3.00,-78707.20,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","10",301200.00,1026036.00,1100.00,1098.00,702.00,100.00,83200.00,95600,20600.00,598.00,101800.00,307200.00,245960.00,795704.00,980,-15624.90,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","11",389000.00,1013281.00,1100.00,,782.00,100.00,0.00,231600,30800.00,632.00,126600.00,363200.00,183590.00,828858.00,1148,-15186.70,16022.40,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","105","12",297600.00,811190.00,1100.00,,662.00,100.00,0.00,182000,21000.00,522.00,94600.00,318000.00,183590.00,639956.00,912,-12353.10,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","01",263600.00,701613.00,1100.00,,590.00,100.00,0.00,149800,20800.00,484.00,93000.00,263200.00,183590.00,551060.00,714,-11019.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","02",182600.00,520201.00,1100.00,,574.00,100.00,0.00,91000,11000.00,486.00,80600.00,195600.00,183590.00,361126.00,712,-8170.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","03",144200.00,445985.00,1100.00,,568.00,100.00,0.00,69600,11600.00,442.00,63000.00,142200.00,183590.00,283290.00,632,-7003.20,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","04",239400.00,654741.00,1100.00,,656.00,100.00,0.00,138400,15000.00,410.00,86000.00,258200.00,183590.00,502006.00,696,-10283.90,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","05",271400.00,714853.00,1100.00,,640.00,100.00,0.00,152200,22600.00,506.00,96600.00,314400.00,183590.00,564950.00,972,-11228.10,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","06",364200.00,919708.00,1100.00,,794.00,100.00,0.00,218400,22000.00,654.00,123800.00,420800.00,183590.00,774914.00,1126,-14377.50,8678.80,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","07",395000.00,1276474.00,1100.00,1186.00,796.00,100.00,113400.00,127400,33000.00,928.00,121200.00,393800.00,245960.00,1063170.00,1108,-19636.90,38459.20,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","08",197200.00,743545.00,1100.00,704.00,422.00,100.00,60800.00,53800,22000.00,544.00,60600.00,191400.00,245960.00,532132.00,708,-11671.30,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","09",173400.00,676741.00,1100.00,600.00,272.00,100.00,53600.00,51000,13800.00,410.00,55000.00,192800.00,245960.00,471000.00,574,-10754.40,,-3.00,,-7952.70,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","10",296200.00,974821.00,1100.00,1048.00,706.00,100.00,79800.00,91200,25800.00,742.00,99400.00,301200.00,245960.00,774798.00,986,-15311.30,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","11",328200.00,827772.00,1100.00,,636.00,100.00,0.00,186600,19800.00,562.00,121800.00,389000.00,183590.00,683190.00,1036,-13001.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","106","12",270200.00,716998.00,980.00,,624.00,100.00,0.00,163200,18800.00,504.00,88200.00,297600.00,172908.40,577878.00,792,-11261.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","01",233400.00,614948.00,980.00,,642.00,100.00,0.00,127400,18800.00,478.00,87200.00,263600.00,163562.00,480366.00,692,-9658.90,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","02",209800.00,565758.00,980.00,,692.00,100.00,0.00,112000,15000.00,500.00,82800.00,182600.00,163562.00,427118.00,712,-8860.20,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","03",120200.00,370060.00,980.00,,556.00,100.00,0.00,50200,8400.00,458.00,61600.00,144200.00,163562.00,223938.00,562,-5812.50,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","04",239200.00,630788.00,980.00,,624.00,100.00,0.00,134000,18400.00,430.00,86800.00,239400.00,163562.00,496952.00,642,-9907.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","05",265400.00,693782.00,980.00,,670.00,100.00,0.00,141000,19000.00,542.00,105400.00,271400.00,163562.00,562914.00,862,-10897.10,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","06",420800.00,1152040.00,980.00,,902.00,100.00,0.00,250600,25000.00,660.00,145200.00,364200.00,163562.00,932394.00,1232,-16439.30,109820.20,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","07",393800.00,1339171.00,980.00,1172.00,656.00,100.00,105200.00,123600,33000.00,880.00,132000.00,395000.00,219128.00,1082704.00,1098,-19527.40,106880.80,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","08",183600.00,700444.00,980.00,552.00,430.00,100.00,54400.00,52600,14400.00,344.00,62200.00,197200.00,219128.00,514324.00,544,-11001.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","09",165800.00,661533.00,980.00,534.00,274.00,100.00,51200.00,49400,11200.00,334.00,54000.00,173400.00,219128.00,202458.00,508,-10390.60,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","10",277400.00,914732.00,980.00,1032.00,708.00,100.00,72800.00,83800,22200.00,458.00,98600.00,296200.00,219128.00,514324.00,994,752664.00,23254.40,-3.00,-26832.00,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","11",325000.00,851867.00,980.00,,636.00,100.00,0.00,198800,19600.00,472.00,106600.00,328200.00,163562.00,728448.00,902,-13380.10,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","107","12",277800.00,750710.00,980.00,,672.00,100.00,0.00,169200,17800.00,534.00,90800.00,270200.00,163562.00,621990.00,778,-11783.20,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","01",238400.00,647234.00,980.00,,566.00,100.00,0.00,131000,20200.00,508.00,87200.00,233400.00,163562.00,513834.00,690,-10160.90,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","02",197000.00,556846.00,980.00,,634.00,100.00,0.00,105600,14600.00,450.00,76800.00,209800.00,163562.00,419526.00,662,-8746.30,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","03",144000.00,432886.00,980.00,,612.00,100.00,0.00,65800,9200.00,460.00,69000.00,120200.00,163562.00,288228.00,618,-6776.80,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","04",240600.00,656496.00,980.00,,638.00,100.00,0.00,136000,18800.00,496.00,85800.00,239200.00,163562.00,523776.00,744,-10310.00,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","05",276400.00,732508.00,980.00,,924.00,100.00,0.00,157800,18400.00,510.00,100200.00,265400.00,163562.00,602712.00,924,-11494.10,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","06",339600.00,868295.00,980.00,,726.00,100.00,0.00,197400,21800.00,644.00,120400.00,420800.00,163562.00,745650.00,954,-13638.10,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","07",324600.00,1041046.00,980.00,1046.00,692.00,100.00,81200.00,95000,28800.00,644.00,119600.00,393800.00,219128.00,863840.00,976,-16060.00,29515.20,-3.00,-12298.00,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","08",167000.00,662644.00,980.00,598.00,258.00,100.00,52400.00,48400,13000.00,354.00,53200.00,183600.00,219128.00,478432.00,520,-10408.00,,-3.00,-3689.40,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","09",168600.00,653732.00,980.00,564.00,410.00,100.00,48000.00,46600,17800.00,444.00,56200.00,165800.00,219128.00,465168.00,516,-10264.40,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","10",316600.00,1038919.00,980.00,978.00,678.00,100.00,83800.00,100000,19000.00,496.00,113800.00,277400.00,219128.00,865382.00,942,-16267.60,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","11",325800.00,851316.00,980.00,,664.00,100.00,0.00,196000,21000.00,684.00,108800.00,325000.00,163562.00,725718.00,992,-13339.20,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","108","12",257600.00,687554.00,891.00,,666.00,100.00,0.00,148400,21600.00,462.00,87600.00,277800.00,154154.40,565800.00,672,-10799.30,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","109","01",241400.00,638167.00,891.00,,666.00,100.00,0.00,133600,15000.00,406.00,92800.00,238400.00,148707.90,519330.00,992,-10020.50,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","109","02",152200.00,431819.00,891.00,0.00,634.00,100.00,0.00,69000,9000.00,452.00,74200.00,197000.00,148707.90,303462.00,622,-6782.50,,-3.00,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","01",66120.00,243524.00,558.00,412.00,312.00,94.00,37500.00,,6180.00,305.00,22440.00,68820.00,93130.20,155617.80,,-5223.70,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","02",47040.00,197567.00,558.00,157.00,85.00,95.00,25680.00,,4320.00,198.00,17040.00,37080.00,93130.20,108984.30,,-4547.50,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","03",36660.00,165946.00,558.00,309.00,67.00,94.00,15060.00,,3000.00,294.00,18600.00,54420.00,93130.20,76375.40,,-3559.60,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","04",57900.00,221569.00,558.00,399.00,77.00,95.00,31680.00,,4200.00,74.00,22020.00,62520.00,93130.20,133538.80,,-5100.00,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","05",54300.00,215782.00,558.00,426.00,88.00,95.00,31260.00,,3600.00,83.00,19440.00,70620.00,93130.20,127618.60,,-4966.80,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","06",83400.00,290256.00,558.00,567.00,412.00,94.00,57780.00,,4320.00,395.00,21300.00,58080.00,93130.20,211634.70,,-6400.00,1502.10,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","07",93960.00,352802.00,558.00,489.00,372.00,94.00,59280.00,,10320.00,526.00,24360.00,93060.00,119495.70,240874.00,,-7567.70,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","08",50640.00,218053.00,558.00,307.00,90.00,96.00,28500.00,,3720.00,77.00,18420.00,58080.00,124768.80,123689.30,,-5361.90,,,-25043.20,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","09",46980.00,208358.00,558.00,345.00,79.00,95.00,25620.00,,3540.00,75.00,17820.00,67620.00,124768.80,113428.30,,-4795.90,,,-25043.20,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","10",65280.00,282213.00,558.00,455.00,356.00,94.00,39240.00,,4560.00,98.00,21480.00,85200.00,124768.80,163497.70,,-6053.50,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","11",78240.00,306444.00,558.00,623.00,313.00,95.00,52320.00,,5940.00,315.00,19980.00,72540.00,96294.00,197607.50,,-6612.70,19155.20,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","099","12",57300.00,225586.00,558.00,375.00,279.00,95.00,34860.00,,3540.00,85.00,18900.00,62460.00,93130.20,137648.30,,-5192.50,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","01",62460.00,236498.00,558.00,398.00,106.00,95.00,36600.00,,5580.00,276.00,20280.00,66120.00,93130.20,148811.40,,-5443.60,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","02",39540.00,176971.00,558.00,131.00,99.00,96.00,21120.00,,2160.00,63.00,16260.00,47040.00,93130.20,89868.80,,-4351.70,,,,-1676.30,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","03",32220.00,155894.00,558.00,100.00,132.00,95.00,12960.00,,2160.00,66.00,17100.00,36660.00,93130.20,66352.10,,-3588.30,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","04",53280.00,209574.00,558.00,158.00,261.00,95.00,28200.00,,3840.00,66.00,21240.00,57900.00,93130.20,121267.20,,-4823.90,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","05",52380.00,198389.00,430.00,380.00,127.00,93.00,25320.00,,4440.00,108.00,22620.00,54300.00,86721.20,115612.80,,-3945.50,,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","06",87720.00,334502.00,430.00,552.00,420.00,94.00,56760.00,,8760.00,402.00,22200.00,83400.00,71767.00,218595.60,,-6097.60,50236.90,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","07",91020.00,383156.00,430.00,540.00,136.00,95.00,59280.00,,10080.00,553.00,21660.00,93960.00,94522.60,237275.20,,-7465.40,58823.50,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","08",47100.00,187970.00,430.00,327.00,77.00,95.00,26700.00,,3480.00,75.00,16920.00,50640.00,96148.00,115378.20,,-4326.60,,,-19229.60,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","09",53040.00,202218.00,430.00,420.00,76.00,95.00,29340.00,,4560.00,80.00,19140.00,46980.00,96148.00,129117.60,,-4654.60,,,-18393.50,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","10",83340.00,326381.00,430.00,481.00,349.00,95.00,55980.00,,4260.00,109.00,23100.00,65280.00,96148.00,217615.80,,-7059.60,19676.80,,,,
"B2","民雄","民雄-大學館創意樓","09-55-6206-20-0","100","11",65700.00,229454.00,430.00,424.00,101.00,95.00,41760.00,,3960.00,99.00,19980.00,78240.00,73392.40,161345.80,,-5281.60,,-3.00,,,
