"帳單年","帳單月","總用電度","校區","用電建築物","公開報表序號"
"106","09",11900.00,"蘭潭","生物資源館","A303"
"106","10",13700.00,"蘭潭","生物資源館","A303"
"106","11",9600.00,"蘭潭","生物資源館","A303"
"106","12",9700.00,"蘭潭","生物資源館","A303"
"107","01",8000.00,"蘭潭","生物資源館","A303"
"107","02",6900.00,"蘭潭","生物資源館","A303"
"107","03",6600.00,"蘭潭","生物資源館","A303"
"107","04",9500.00,"蘭潭","生物資源館","A303"
"107","05",11600.00,"蘭潭","生物資源館","A303"
"107","06",13800.00,"蘭潭","生物資源館","A303"
"107","12",10400.00,"蘭潭","生物資源館","A303"
"108","01",11000.00,"蘭潭","生物資源館","A303"
"108","02",8600.00,"蘭潭","生物資源館","A303"
"108","03",10700.00,"蘭潭","生物資源館","A303"
"108","04",9400.00,"蘭潭","生物資源館","A303"
"108","05",12300.00,"蘭潭","生物資源館","A303"
"108","06",15600.00,"蘭潭","生物資源館","A303"
"108","07",12200.00,"蘭潭","生物資源館","A303"
"108","08",12100.00,"蘭潭","生物資源館","A303"
"108","09",17100.00,"蘭潭","生物資源館","A303"
"108","10",12000.00,"蘭潭","生物資源館","A303"
"108","11",13900.00,"蘭潭","生物資源館","A303"
"108","12",12100.00,"蘭潭","生物資源館","A303"
"109","01",11800.00,"蘭潭","生物資源館","A303"
"102","03",55891.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"100","06",79230.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"100","07",66815.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"100","08",86658.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","07",113899.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"100","05",47448.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"100","09",86731.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"100","10",80557.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"100","11",79469.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"100","12",66200.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","01",57355.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","08",129084.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","02",21401.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","02",39765.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","03",52177.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","04",63445.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","05",65496.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","06",80473.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","07",72461.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","08",81051.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","09",69492.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","10",61271.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","11",74212.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"101","12",63867.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","01",62463.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","04",66460.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","09",112464.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","10",121135.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","06",92311.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","05",77794.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","07",91796.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","08",99621.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","09",97500.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","10",93136.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"109","02",92409.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","11",97094.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","12",80269.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","01",66620.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","02",73679.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","05",68967.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","09",81591.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","06",83079.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","10",86349.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","11",87091.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","12",76912.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","07",87861.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","08",88762.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","01",69223.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","02",69937.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","03",53769.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","01",86603.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","11",119687.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","04",73776.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","04",71784.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"103","03",60240.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","05",96449.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","06",83245.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","07",105652.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","08",100805.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","09",97071.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","02",80799.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","03",77150.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","04",91685.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","10",95998.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","11",107762.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"104","12",88038.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","02",70559.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","03",64601.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","04",75864.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","05",106488.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","01",83365.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","06",115670.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","07",100867.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","08",107146.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","09",112599.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","10",109572.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","11",106847.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"105","12",109262.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","05",98878.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","06",131705.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","07",115278.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","08",117550.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","09",120364.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","10",124620.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","11",103892.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"106","12",100164.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","01",87778.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","02",86013.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","03",76854.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","04",98644.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","05",99353.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","06",117638.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"107","12",103885.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","01",104484.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","02",78968.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","03",94509.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","04",92885.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","05",118532.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","06",132136.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","07",106423.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","08",111241.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","09",139847.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","10",96000.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","11",115928.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"108","12",93145.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"109","01",88318.00,"蘭潭","生農一館、生農二館、植醫系館、溫室","A103"
"102","03",21615.00,"蘭潭","國際交流學園","A104"
"100","06",46923.00,"蘭潭","國際交流學園","A104"
"100","07",42606.00,"蘭潭","國際交流學園","A104"
"100","08",43557.00,"蘭潭","國際交流學園","A104"
"107","07",13197.00,"蘭潭","國際交流學園","A104"
"100","05",25725.00,"蘭潭","國際交流學園","A104"
"100","09",45151.00,"蘭潭","國際交流學園","A104"
"100","10",48392.00,"蘭潭","國際交流學園","A104"
"100","11",42114.00,"蘭潭","國際交流學園","A104"
"100","12",36089.00,"蘭潭","國際交流學園","A104"
"101","01",30125.00,"蘭潭","國際交流學園","A104"
"107","08",11678.00,"蘭潭","國際交流學園","A104"
"102","02",5345.00,"蘭潭","國際交流學園","A104"
"101","02",19040.00,"蘭潭","國際交流學園","A104"
"101","03",24267.00,"蘭潭","國際交流學園","A104"
"101","04",32950.00,"蘭潭","國際交流學園","A104"
"101","05",34813.00,"蘭潭","國際交流學園","A104"
"101","06",47528.00,"蘭潭","國際交流學園","A104"
"101","07",39033.00,"蘭潭","國際交流學園","A104"
"101","08",38280.00,"蘭潭","國際交流學園","A104"
"101","09",30986.00,"蘭潭","國際交流學園","A104"
"101","10",31397.00,"蘭潭","國際交流學園","A104"
"101","11",40359.00,"蘭潭","國際交流學園","A104"
"101","12",33405.00,"蘭潭","國際交流學園","A104"
"102","01",25252.00,"蘭潭","國際交流學園","A104"
"102","04",27599.00,"蘭潭","國際交流學園","A104"
"107","09",8587.00,"蘭潭","國際交流學園","A104"
"107","10",17049.00,"蘭潭","國際交流學園","A104"
"103","06",13339.00,"蘭潭","國際交流學園","A104"
"103","05",10974.00,"蘭潭","國際交流學園","A104"
"103","07",9988.00,"蘭潭","國際交流學園","A104"
"103","08",9329.00,"蘭潭","國際交流學園","A104"
"103","09",8328.00,"蘭潭","國際交流學園","A104"
"103","10",14495.00,"蘭潭","國際交流學園","A104"
"109","02",10558.00,"蘭潭","國際交流學園","A104"
"103","11",11611.00,"蘭潭","國際交流學園","A104"
"103","12",9387.00,"蘭潭","國際交流學園","A104"
"104","01",7786.00,"蘭潭","國際交流學園","A104"
"104","02",9217.00,"蘭潭","國際交流學園","A104"
"102","05",30543.00,"蘭潭","國際交流學園","A104"
"102","09",34195.00,"蘭潭","國際交流學園","A104"
"102","06",42639.00,"蘭潭","國際交流學園","A104"
"102","10",19244.00,"蘭潭","國際交流學園","A104"
"102","11",18058.00,"蘭潭","國際交流學園","A104"
"102","12",13675.00,"蘭潭","國際交流學園","A104"
"102","07",41859.00,"蘭潭","國際交流學園","A104"
"102","08",38734.00,"蘭潭","國際交流學園","A104"
"103","01",6171.00,"蘭潭","國際交流學園","A104"
"103","02",6770.00,"蘭潭","國際交流學園","A104"
"104","03",5795.00,"蘭潭","國際交流學園","A104"
"106","01",9088.00,"蘭潭","國際交流學園","A104"
"107","11",13968.00,"蘭潭","國際交流學園","A104"
"104","04",8574.00,"蘭潭","國際交流學園","A104"
"103","04",7485.00,"蘭潭","國際交流學園","A104"
"103","03",5729.00,"蘭潭","國際交流學園","A104"
"104","05",8484.00,"蘭潭","國際交流學園","A104"
"104","06",10670.00,"蘭潭","國際交流學園","A104"
"104","07",9379.00,"蘭潭","國際交流學園","A104"
"104","08",8647.00,"蘭潭","國際交流學園","A104"
"104","09",11967.00,"蘭潭","國際交流學園","A104"
"106","02",7270.00,"蘭潭","國際交流學園","A104"
"106","03",8788.00,"蘭潭","國際交流學園","A104"
"106","04",8909.00,"蘭潭","國際交流學園","A104"
"104","10",11515.00,"蘭潭","國際交流學園","A104"
"104","11",14063.00,"蘭潭","國際交流學園","A104"
"104","12",10271.00,"蘭潭","國際交流學園","A104"
"105","02",9642.00,"蘭潭","國際交流學園","A104"
"105","03",8083.00,"蘭潭","國際交流學園","A104"
"105","04",9438.00,"蘭潭","國際交流學園","A104"
"105","05",8818.00,"蘭潭","國際交流學園","A104"
"105","01",10037.00,"蘭潭","國際交流學園","A104"
"105","06",8041.00,"蘭潭","國際交流學園","A104"
"105","07",10339.00,"蘭潭","國際交流學園","A104"
"105","08",8192.00,"蘭潭","國際交流學園","A104"
"105","09",9578.00,"蘭潭","國際交流學園","A104"
"105","10",16012.00,"蘭潭","國際交流學園","A104"
"105","11",16703.00,"蘭潭","國際交流學園","A104"
"105","12",13856.00,"蘭潭","國際交流學園","A104"
"106","05",8670.00,"蘭潭","國際交流學園","A104"
"106","06",16383.00,"蘭潭","國際交流學園","A104"
"106","07",11270.00,"蘭潭","國際交流學園","A104"
"106","08",11264.00,"蘭潭","國際交流學園","A104"
"106","09",16532.00,"蘭潭","國際交流學園","A104"
"106","10",18509.00,"蘭潭","國際交流學園","A104"
"106","11",14092.00,"蘭潭","國際交流學園","A104"
"106","12",11955.00,"蘭潭","國際交流學園","A104"
"107","01",9012.00,"蘭潭","國際交流學園","A104"
"107","02",8537.00,"蘭潭","國際交流學園","A104"
"107","03",8159.00,"蘭潭","國際交流學園","A104"
"107","04",8851.00,"蘭潭","國際交流學園","A104"
"107","05",8790.00,"蘭潭","國際交流學園","A104"
"107","06",13542.00,"蘭潭","國際交流學園","A104"
"107","12",13202.00,"蘭潭","國際交流學園","A104"
"108","01",9745.00,"蘭潭","國際交流學園","A104"
"108","02",6761.00,"蘭潭","國際交流學園","A104"
"108","03",9628.00,"蘭潭","國際交流學園","A104"
"108","04",10709.00,"蘭潭","國際交流學園","A104"
"108","05",13535.00,"蘭潭","國際交流學園","A104"
"108","06",17681.00,"蘭潭","國際交流學園","A104"
"108","07",11566.00,"蘭潭","國際交流學園","A104"
"108","08",10344.00,"蘭潭","國際交流學園","A104"
"108","09",21717.00,"蘭潭","國際交流學園","A104"
"108","10",14417.00,"蘭潭","國際交流學園","A104"
"108","11",12938.00,"蘭潭","國際交流學園","A104"
"108","12",10572.00,"蘭潭","國際交流學園","A104"
"109","01",11756.00,"蘭潭","國際交流學園","A104"
"102","03",10579.00,"蘭潭","材料試驗場","A205"
